Chunk_ID,Context_Text,Is_Climax
C00619,"[ROW] 
【前文回顾】: 然而，这灰发老者还未进入林动周身十丈范围，后者再度一掌隔空扇过，旋即无数人便是愕然的见到，那宗族老者，直接是被林动一巴掌隔空扇飞而出，最后狼狈的落在地面上。 “在我心中，实力为尊，分家宗家，一概而论，若是有人不满，便出来告诉我，你高贵在哪里？”林动脚踏虚空，目光缓缓地看向那片金色席位，那里的人，才是宗族真正的高层。 而林动这番话，也是让得无数道目光变得有些精彩起来，敢当着宗族的面，说出这种话，所需要的霸气，可不是一丁点能够办到的。
【前文回顾】: “呵呵，说得好，分家宗家，本无区别，实力为尊。”在那金色席位之中，那白发老者，也是微微一笑，倒并未动怒，他盯着林动，目光颇为有些奇特。 “小家伙，你是哪处分家之人？” 林动望着那白发老者，此人体内的波动，让得他感到一种奇特的威压，想来他在这林氏宗族内，地位应该相当之高。 “炎城林家，林动。” 林动声音平静，并未因为他的问话而有丝毫的波动，而且，他回答的话，也并非是什么炎城分家，而是炎城林家！ 他要让所有人都知道，炎城林家，可不是林氏宗族地位低！
【当前段落】: 一些宗族的人，似也是听出了这话语中的意思，当下眼中便是有着怒意涌动，但鉴于先前那老者的下场，一时间，倒是无人说什么，毕竟真正的长老高层们，都还未曾说话…… 不过，林动却是懒得理会他们，他的目光，缓缓转动，最后停在了金色席位的一处，那里，一道身影，同样是在用一种面无表情的目光，盯着他。 两道目光，在半空交织，隐隐间，仿佛天地元力，都是在此刻暴动起来。 天空上，林动单手负于身后，那从其嘴中吐出来的淡淡话语，却是让得整片角斗场，瞬间鸦雀无声。",1
C00626,"[ROW] 
【前文回顾】: 而且这种种深不可测的手段，更是令人生出忌惮。 李洛这才回到龙牙脉一年时间而已呢，若是再等两年，莫说是同辈,恐怕就算是上两辈的天骄，都未必能压制他。 此次灵相洞天出现了这种变故，之后必然会在天元神州中引起极大的关注，李洛的名声，也将会随之而起。 在秦漪这边心思转动的时候，李洛同样重重的吐了一口气，他的眼中赤红一片，心中也是杀意翻滚不休，这是因为三尾天狼的力量过于凶煞所导致。 与青冥旗的合气相比，三尾天狼的力量还是更霸道一些，毕竟八千旗众虽然凝为一体，但终归还是有一些区别，但三尾天狼的力量，却只是充斥着它的意志。
【前文回顾】: 也亏得如今三尾天狼与李洛达成了一致，否则它若是意志反抗他，那么李洛遭受的后遗症将会变得更为严重。 “总算解决了。”李洛自语，眼神中透着一些疲惫。 “不，它还没死绝！” 不过就在此时，身后的李灵净突然出声。 李洛闻言顿时面色剧变，他明明已经感觉到这蚀灵真魔的气息完全消散了，怎么会还没死绝？ 李灵净没有多说，她的眸光扫视这方天地，一号异种的肉身的确是消失干净了，但它的气息，依旧还有一点极为隐晦的残留。
【当前段落】: 如果不是因为她对异种太过熟悉，恐怕也是无法察觉。 李灵净身影一动，对着前方疾掠而去，李洛见状赶紧跟上，他原本还打算散去三尾天狼的力量，但眼下也只能咬牙坚持一会了。 两人身影掠出了一段距离，李灵净降下身影，落在了冰冻的血海上。 然后她眸光死死的盯着冰块深处，只见得那里有一具扭曲的骸骨，骸骨被寒冰包裹，并没有任何的异象传出。 但李洛却并没有任何的迟疑，直接一刀斩出，血色刀光将冰层迅速的割裂，接近那骸骨所在的位置。",0
C00090,"[ROW] 
【前文回顾】: 七天搜寻，没有丝毫的结果，这让得不少势力有些幸灾乐祸，而就在他们认为阴傀宗将要暴跳如雷时，却是突然的发现，阴傀宗那些强者人马，竟然都是放弃了继续的搜寻，反而是飞快地对着阴傀宗总部所在的阴傀城汇聚而去，那般模样，仿佛已经放弃了搜寻林动以及解救腾儡一般，让得不少人暗自疑惑。 不过不管外人如何疑惑，接下来的时间中，阴傀宗却是变得出奇的安静，诸多强者，将阴傀城守得宛如铁桶一般，任何进出者，都是要经过严格的盘查……
【前文回顾】: 而阴傀宗的这般出奇举动，也无疑是立刻将所有势力的目光吸引了过来，甚至连大魔门，武盟这等势力，都是立刻将注意力投注到了阴傀城，对于阴傀宗他们极为的清楚，如果不是真的出现了什么极其重大的事情，他们断然是不会如此的隆重。 虽然尚还不清楚那所谓的重大事情究竟是什么，但这从阴傀宗连解救腾儡的事情都是暂时按下来看，这事情，已是重大到了一种有点恐怖的地步，而这样一来，无疑更是引起所有势力的兴趣，他们倒是很想看看，究竟是何事，会让得强横的阴傀宗，如此的慎重？
【当前段落】: 在诸多势力的目光，被凝聚到阴傀城时，那遥远处的一座山脉中，一道身影，却是正沉浸在武学修炼之中…… 这里是一片竹林，葱郁之色，充斥着眼球，显得格外的幽静。 在那竹林中央，一道年轻身影静静而立，其身形笔直如枪，虽未动，但却是有着一种凌厉气息散发而开，一些竹叶飘落而下，在自那道身影眼前落下时，嗤的一声，凭空裂成两半…… 而就在那竹叶裂成两半的刹那，林动禁闭的双眼，也是瞬间睁开，旋即，他那静立的身形，陡然踏出。",0
C00485,"[ROW] 
【前文回顾】: 李洛点点头，即便如此，那也是价值非凡了。 真是好东西呐。 “那我能取走此物吗？”李洛吞了一口口水，问道。 白猿笑道：“寻常取药人，即便凭证完善，也只能取一物，不过圣使大人嘛，自然是没有限制。” 李洛大喜。 而后白猿又是将玉箱液体内的其他玉瓶也是取出，道：“这些玉瓶内，是“玄心灵核”。” 听到这个名字，李洛顿时心头一动，道：“这与“本源玄心果”有什么关系？” “嘿，此物正是以“本源玄心果”的果核所炼制而成，毕竟咱们这里每隔一段时间就会收割成熟的“本源玄心果”熬制神药，有时一些残缺的“本源玄心果”就被用来炼制成了“玄心灵核”。”
【前文回顾】: “此物也具备着如“本源玄心果”差不多的功效，若是炼化，则是能够感悟相性本源，这对于封侯境之下的人而言是极好的东西，而且存放在这里的，都算是炼制出来的一些极品，次品则是被我放在侧屋之中，其效果比这些还是要弱一些。”白猿解释道。 李洛心头滚烫，他来到这灵相洞天，除了提升相性品阶外，便是为了那“本源玄心果”，如今虽然没得到真正的果子，但这“玄心灵核”却并不比其弱上多少。 “都给你吧。”白猿将玉瓶都塞给李洛。
【当前段落】: 面对着这种白送的馅饼，即便是李洛自诩心性过人，也一时间有一种幸福得要晕过去的感觉。 他赶紧谢过白猿，然后手忙脚乱的将这些宝贝小心翼翼的收好。 而后白猿又是带他走了一圈，但一些玉箱出现了裂纹，导致其内保存之物纷纷消散。 白猿对此很是生气，骂着那些童子大手大脚。 李洛也心疼得险些掉泪，毕竟这些都是他的东西，但为了避免白猿茫然失控，他还是忍着悲痛，赶紧安抚。 于是骂骂咧咧的白猿便是带着李洛来到了主屋最核心的区域。",0
C00320,"[ROW] 
【前文回顾】: 她言语清淡，话语看似商量，但语气却仿佛已经决定了分配结果。 赵云霄点点头，眼神似笑非笑的盯着周元。 柳清淑望着周元，露出微甜的笑容，道：“周元总阁主，这样分配，你们天渊域可能会稍微吃亏点，但先来后到，大家和平一下，不然打打杀杀伤了和气，总是不好的，是吗？” 她笑容虽甜，可那言语间，分明是有着一丝提醒与威胁。 周元笑着点点头，道：“理解。” 柳清淑眼眸中掠过一丝轻蔑。 然而旋即，周元脸庞上的笑容收敛起来，淡淡的道：“可惜不好意思，我是个粗人，就喜欢打打杀杀，所以，这九座灵机诞生处，我全部要了。”
【前文回顾】: “你们……一根毛都没有。” “你们……一根毛都没有！” 当周元这句话淡淡的说出来的时候，柳清淑与赵云霄的面色显然都是一变。 特别是柳清淑，柳眉微竖，脸颊上有着寒霜笼罩，她乃是万祖域的天骄，虽说在神府榜上排名只是居于十多位，但她同样是万祖域内的一颗明珠，平日里追捧者不知道多少。 就算是赵牧神，与她说话都是和气温柔。 所以从一开始，她对于周元都抱着一种居高临下的心态，因为在她看来，以她的身份，能够如此平和的跟周元说话商谈，就已经是给足了面子。
【当前段落】: 可她怎么都没想到，周元竟然敢如此的不给她面子！ 甚至，还敢在她的面前说出如此粗鲁之言！ 简直是，不识抬举！ 柳清淑美目冷冽的盯着周元，道：“周元总阁主真是好大的口气，敢以这般粗鲁之言对我万祖域，这些年来，你还真是头一个！” 这柳清淑显然也不是省油的灯，周元的话明明只是冲着她而去，但她却直接改换成了万祖域。 如此一来，只要此话传开，整个万祖域的人都将会对周元充满敌意。 她冷笑道：“之后若是遇见了赵师兄，我也会将你这些话如实告诉的。”",1
C00541,"[ROW] 
【前文回顾】: “该死的，这好好的灵相洞天，怎么会出现一头又一头异类？那外面镇守的各方封侯强者在干什么？！”朱珠怒骂道。 这个问题无人能回答，毕竟以前灵相洞天从未出现过这种变故。 “咦，血雾似乎正在变淡？”在此时，江晚渔突然出声。 众人闻言，也是一惊，果然是见到那些弥漫天地间的血雾，似乎在逐渐的变淡。 “怎么回事？”众人面面相觑，眼神惊疑不定，那异类并未受创，血雾却是在变淡，这反常必然有妖。 不过他们惊疑并未持续多久，便是听见了远处传来的一些水流波涛之声。
【前文回顾】: 那声音越来越响亮，同时裹挟着浓郁的血腥气息。 这一刻所有人都察觉到了不对，急忙汇聚一起，目光戒备的盯着前方远处，数息后，他们瞳孔皆是一缩，只见得那血雾之中，有滔天血河滚滚而来，血河卷起百丈浪潮，将虚空都是拍打得不断破碎。 血河中，有一朵血莲徐徐升起，血莲之上，一名身穿白色僧袍的俊美少年，正面露悲悯之色的注视着众人。 在其光溜溜的脑袋上，那如虫子般的血红纹路缓缓蠕动，竟是在其额头处凝聚，一点点的钻进血肉中。
【当前段落】: 血红纹路最终化为了两根血红色的弯角，如恶魔一般，而且最为诡异的是，在那弯角尖处，还有两只苍白的眼球冒了出来，令人不寒而栗。 不过，令众人这一刻感到恐惧的，却并非是这异类的模样，而是他们察觉到，从那异类身上散发出来的能量强度，竟是在此时节节攀升。 短短十数息间，便是越过了大天相境！ 直达封侯境！ 感受着那股恐怖的压迫感，一些心志不坚者甚至一屁股瘫坐了下去，面露绝望。 封侯境的异类。 凭他们这些人，怎么可能挡得住？！",0
C00238,"[ROW] 
【前文回顾】: “灵相宝园拥有着极为庞大与强横的奇阵保护，如果硬来的话，就算是封侯强者也无法将其破坏，所以经过这些年前人不断的探测与试探，倒是探测出了一些规律。” “在灵相宝园周围的地域，存在着七座宝库，这些宝库看似随意散落，实则与“灵相宝园”的守护奇阵紧密相连，只要将这些宝库摧毁，就能够引发“灵相宝园”的守护奇阵出现破绽，那就是我们进入其中的机会所在。” “这份情报只有一些顶尖势力才有，所以暂时来说，各方目标都比较一致，那就是先摧毁宝库，另外这些宝库其实也是香馍馍，其内有可能存在着大量的灵水奇光，丹药等宝物，所以如果我们想要获得更多的好处，那就得加快点速度了。”
【前文回顾】: 李武元一口气将所知晓的情报尽数的道出，同时他的目光投向李灵净，如今实力达到九星天珠境的李灵净，在不知不觉间，已经成为了他们此次队伍中实力最强的一人。 “灵净姑娘，你有什么意见吗？”李武元冲着李灵净露出温和的笑容，笑容中还带着一丝殷勤。 李灵净如今展现出来的潜力令人不得不重视，往后如果她进入了龙牙卫，必然会令得龙牙卫实力大涨，所以李武元想要试试，能否使用一些手段将其挖到龙血卫去，毕竟从他得来的消息中，李灵净其实与龙牙脉间关系算不得太过的亲近。
【当前段落】: 而且李灵净似乎是一个颇为冷漠的性格，若是龙血脉这边愿意给予一些颇有重量的承诺，说不得还是能够有一些机会的，或者，择一脉首嫡系与那西陵李氏联姻，想来这种升格一族的机缘，也是很有吸引力。 但对于李武元突然好了许多的态度，李灵净则是有些不太感冒，她没有答话的意思，而是将眸光转向李洛，征询他的意思。 李洛瞥了李武元一眼，他也隐隐察觉到这家伙对李灵净突然间变得殷勤了许多，于是随口应付道：“武元族兄说得很有道理，就按照你所说的行动吧。”",0
C00162,"[ROW] 
【前文回顾】: 慕雷，武宗二人，也是一声大喝，催动起体内雄浑元力，在他们身后的那四名造化境小成的强者，也是运转元力，一道道雄浑无匹的气息爆发而开，引发天地元力波动不止。 场中的局面，刹那间变得异常火爆起来，就算不加上阴傀宗那四位半步造化的强者，这三方人马，便是有着整整九位造化境的强者，这等阵容，只能用可怕二字来形容，而此时，这九位造化境的强者同时催动元力，那般动静，几乎是惊天动地，雄浑的元力，如同云层一般，笼罩在山顶上空，一股股令人动容的波动，不断地从中扩散出来……
【前文回顾】: 天空之上，腾刹眼中寒芒一闪，手掌猛然挥下，一道璀璨无比的元力光柱，顿时撕裂夜色，如同一条蛟龙般，咆哮着对着下方那黑色光团暴冲而去。 “轰轰！” 在腾刹出手的刹那，慕雷等人，也几乎是在同时间催动元力，八道雄浑的元力光柱，如同擎天之柱一般，洞穿天际，带着可怕的波动，轰然掠下。 这些元力光柱的速度极为迅猛，几乎是眨眼间，便是降临在了那黑色光团上方，然而，面对着九名造化境强者的出手，那黑瞳老人虚影，依然是平平静静地伸出手指，缓缓点出。
【当前段落】: 低沉之声，悄然地从天空上传荡而开，而后，一股肉眼可见的恐怖能量，突然自黑色光团处席卷而开，巨大的广场，刹那间崩塌，周围的那些阴傀宗强者，无不是被震得吐血狂退，周遭建筑物，更是在涟漪波动下，爆成漫天灰尘…… 在那无数道惊骇目光的注视下，天空上的腾刹九人，也是自喉咙间传出一道闷哼声，身形竟是同时倒退了上百米，当下一个个的面色，便是变得相当的精彩起来。 整整九位造化境的强者联手，但却依然无法撼动那位黑瞳老人所留下的封印，这等一幕，无人不感到恐惧骇然，当初那黑瞳老人所说的确不假，若是没有得到他的认可，就算是寻找到了吞噬祖符，也是无用之功……",0
C01198,"[ROW] 
【前文回顾】: “呃？写了我的名字？”萧炎一错愕。 “唉，不过就算来了，那恐怕也没多大用处了，这内院选拔赛可不是普通选拔，那有资格参加的，哪个不是学院尖子生？没七星斗师以上的实力，恐怕上场就会被淘汰。”急跑的脚步忽然缓了缓，萧宁叹息道。 炎一怔，张了张嘴巴，还没说出话，萧宁便是又道：“算了算了，能来总比缺席好，就算败了，若琳导师也只是这一次晋阶失败而已，下一次还有机会 ，萧宁便是火烧火燎的拉着萧炎对着那古老学院快速跑去。
【前文回顾】: 作为迦南学院的一大盛事，那所谓的院选拔赛，自然是极为惹人关注，而且，在这个选拔赛上，那些平日在学院中的风云人物，皆是会露面，这对于那些将这些人视为心中偶像以及爱慕对象的男女学员们，无是一种极大的吸引力。 因此，虽然院早就准备了学院里最大的一个广场备用，可却依然是被挤满了人山人海，无数迦南学院的学员，挤破了头冲进广场上的席位，在看台上一眼望去，全部都是黑压压的人头以及那直冲云霄的喧哗声响。 这庞大广场成圆形之状，在广场周围，石梯不断的向上蔓延，那形状，犹如一个角斗场般，坐于广场周围的人海，皆是能够清晰的看见整个广场。
【当前段落】: 在此时的广场中，两道人影，一男一女，彼此闪掠交错，双掌接触间缩迸发的凶猛斗气波动，让得周围看台上时不时的爆发出惊叹声，不过，那些看台上的目光，明显将近有着大半，是停在那一袭淡青衣裙，娇躯闪动间，轻盈飘逸的倩影之上。 两道人影又是一次险之又险的交错，淡青色倩影却是骤然一顿，双掌间金光大盛，带起一道光线，准确印在那名青年胸口上，强猛劲气，直接是将后者震得退出了战圈。 “学长，承让了！”一击退敌衣少女微微一笑，冲着那名模样颇为英俊的男子弯身行了一个挑剔不出任何毛病的礼节。",1
C00568,"[ROW] 
【前文回顾】: 特别是当他们在见到周元身后虚空那五千八百万的源气星辰时，皆是眼神一凝，这个程度的源气底蕴，已经真正的跟上了神府榜前八那几位的脚步了。 周元那锋锐的目光，投向徐暝，道：“你这些玩具，还真是硬。” 徐暝的视线在周元身后那五千八百万源气星辰上面掠过，眉头微挑，道：“原来这就是你的底气？倒的确是还不错了。” “不过，我还是得教你一个道理，你这种新晋黑马，对咱们这种老牌神府，最好还是多点尊重才是，你想在神府境称王称霸，等我们这些人晋入天阳境再说吧！”
【前文回顾】: 当声音落下时，徐暝身躯一震，体内源气喷发，在其身后虚空映照无数源气星辰，足足四千八百万。 这徐暝的源气底蕴，比起袁鲲，还要稍强一点！ “你天渊域有四源纹，我妖傀域，同样有这般秘法！所以你就不要妄想用这一招来赶超我等！” 徐暝显露源气底蕴，并没有结束，只见得他一声长啸，双手闪电般的结印：“妖傀牵引术！” 只见得他身躯之中，忽然有着十二道光线暴射而出，直接是连接到了那十二头白玉傀儡兽身躯上，下一刻，他仿佛是与十二头傀儡彻底的连接在了一起。
【当前段落】: 于是他身后虚空中的源气星辰猛然暴涨，直接是达到了六千四百万的数量，这比起周元的五千八百万，多了足足六百万的底蕴！ 这在双方的总量之下，似乎显得并不是太多，但那所带来的源气差距，却是并不容忽视。 神府榜第七，的确是有些份量的。 徐暝望着周元似是变得凝重了一些的面庞，嘴角浮现出一抹诡异笑容，道：“周元，你在那些不入流的人身上取得的战绩，就不要放在我们身上来了，不然，你会吃亏的。” “接下来，就让你见识一下我妖傀域的手段吧！”",0
C00592,"[ROW] 
【前文回顾】: “...” 这些女孩子的话语格外的大胆，娇笑之间，香气弥漫，令得周围那些其他灵院的学员都是投来垂涎的目光。 “芊儿，你这个青梅竹马，真的是从北灵境出来的吗？这也太厉害了吧？那柳青云可是风灵族的天才呢。”在唐芊儿身旁，一名美貌少女啧啧称赞道。 “嗯，他在北灵境的时候就很优秀呢。”唐芊儿微笑道，她美目同样是凝视着那一道修长的少年身影，眸子中的神色有些复杂，不知不觉间，他已经是璀璨夺目到了这一步，而她似乎与他之间的距离也是越来越远。
【前文回顾】: 这种想法，让得唐芊儿灵动的眸子微微黯淡了一下，不过旋即她便是坚强的握紧小手，未来的事还很长远呢，谁也不知道以后的事，就如同很久以前，那时候还只是流着鼻涕的小屁孩牧尘跟在她后面晃晃悠悠一般，或许那时候的他，也不会想到，未来他会如此的耀眼吧？ 金色战台上。 牧尘望着空荡起来的浮屠塔，旋即手掌一招，大浮屠塔便是化为一道黑光掠进了他的体内，而后他目光转向那面色苍白的柳青云，淡淡的道：“还需要继续动手吗？”
【当前段落】: 现在的柳青云，周身灵力波动已是极为的萎靡，显然是受到了重创，如果再动手的话，他已经不可能会有丝毫的胜算。 柳青云抹去嘴角的血迹，他深深的看了牧尘一眼，道：“我说话算话，这场比试，你赢了。” 他已经祭出了最强的手段，然而即便如此依旧是被牧尘所破，所以继续纠缠下去的话，那也只是自取其辱，所幸还不如主动认输，还能显露出一些风度。 “承让了。” 牧尘抱拳一笑，他与柳青云之间，也并没有什么深仇大恨，所以也犯不着逼人进死路。",0
